1,2704,428.63,470.83,110.71,94.31,3
1,2705,386.18,407.92,98.41,85.17,3
1,2706,756.54,432.74,82.27,68.49,3
1,2707,543.91,460.37,111.98,95.73,3
1,2708,397.92,328.07,96.40,68.20,3
1,2709,142.16,494.28,128.39,72.20,3
1,2710,488.41,338.37,81.62,63.00,3
1,2711,299.52,400.88,108.23,85.00,3
1,2712,558.28,261.57,82.37,69.82,4
1,2713,1131.54,477.23,78.20,75.72,3
1,2714,1004.29,411.67,69.00,68.91,3
1,2715,865.77,447.43,78.50,73.85,3
1,2716,1115.03,358.78,72.39,58.66,3
1,2717,648.68,277.88,66.41,52.37,3
1,2718,683.18,324.47,73.63,71.84,4
1,2719,471.43,282.17,74.76,51.61,3
1,2720,1071.54,223.05,53.48,43.99,3
1,2721,1561.19,700.21,81.34,143.36,0
1,2722,696.73,232.75,58.35,44.14,4
1,2723,628.80,232.35,62.08,44.88,4
1,2724,918.45,249.96,52.21,45.75,3
1,2725,882.04,203.37,46.96,36.64,3
1,2726,540.00,237.76,60.77,48.68,3
1,2727,259.62,519.01,123.45,48.85,3
1,2728,828.17,298.30,63.95,52.06,3
1,2729,585.56,217.77,53.60,36.81,3
1,2730,583.49,321.10,83.15,73.31,4
1,2731,1051.74,200.99,50.45,36.50,3
1,2732,652.91,154.90,91.22,82.66,8
1,2733,760.46,233.58,57.50,45.71,4
1,2734,50.14,568.02,71.47,89.07,0
1,2735,919.67,152.14,42.75,30.27,3
1,2736,786.85,210.16,49.67,36.34,3
1,2737,1401.48,311.60,88.23,63.44,4
1,2738,962.85,282.99,57.37,47.67,3
1,2739,1498.87,636.15,74.18,109.25,0
1,2740,1360.24,644.35,76.25,145.27,0
1,2741,723.11,203.35,47.48,38.03,3
1,2742,681.63,288.82,72.07,56.28,3
1,2743,1310.97,574.60,34.94,44.01,0
1,2744,1128.76,417.30,75.94,65.20,4
1,2745,1016.28,95.50,27.89,22.97,4
1,2746,1412.49,513.25,33.59,52.47,0
1,2747,1023.69,121.00,34.00,24.30,3
1,2748,805.07,183.46,43.95,32.02,3
1,2749,552.72,766.11,68.09,84.34,0
1,2750,933.32,112.94,34.48,23.87,3
1,2751,464.77,629.49,83.32,150.19,0
1,2752,117.86,592.97,73.02,135.83,0
1,2753,1215.42,576.67,32.08,42.07,0
2,2704,422.24,475.19,114.46,94.61,3
2,2705,382.66,410.10,99.88,86.06,3
2,2706,760.56,423.90,81.81,67.11,3
2,2707,537.66,464.60,115.77,96.62,3
2,2708,395.57,328.86,98.03,68.41,3
2,2709,138.59,496.95,128.71,68.54,3
2,2710,483.96,339.20,83.99,62.53,3
2,2711,297.48,403.07,108.42,84.84,3
2,2712,557.12,262.88,82.08,69.37,4
2,2713,1131.64,476.79,78.76,75.65,3
2,2714,1004.88,409.08,68.20,67.05,3
2,2715,868.02,439.21,77.79,71.14,3
2,2716,1115.46,358.60,72.66,58.54,3
2,2717,647.93,278.23,65.99,52.31,3
2,2718,681.48,326.52,74.07,70.01,4
2,2719,470.33,282.68,74.83,51.50,3
2,2720,1070.34,222.47,55.63,44.00,3
2,2721,1569.73,703.43,80.80,137.77,0
2,2722,694.66,232.91,60.20,45.32,4
2,2723,627.21,232.95,62.77,45.25,4
2,2724,919.54,247.20,51.10,46.55,3
2,2725,883.31,200.26,46.34,35.99,3
2,2726,539.40,237.51,60.83,48.84,3
2,2727,255.35,523.22,123.43,44.53,3
2,2728,831.08,293.74,62.67,51.73,3
2,2729,585.71,217.53,53.35,37.28,3
2,2730,582.98,323.43,81.24,73.02,4
2,2731,1052.49,199.91,50.05,36.37,3
2,2732,653.05,154.74,90.86,82.57,8
2,2733,759.93,234.10,57.60,45.16,4
2,2734,46.98,569.12,75.73,84.41,0
2,2735,922.52,150.35,39.26,29.12,3
2,2736,786.65,210.15,50.00,36.29,3
2,2737,1403.09,311.37,86.53,63.49,4
2,2738,963.77,279.21,57.11,47.40,3
2,2739,1507.34,630.65,82.07,113.48,0
2,2740,1358.49,650.21,72.58,138.02,0
2,2741,722.15,202.68,48.98,38.37,3
2,2742,680.45,289.22,72.32,57.52,3
2,2743,1311.99,575.66,34.49,42.91,0
2,2744,1129.53,416.94,75.87,65.05,4
2,2745,1016.53,95.48,27.44,22.06,4
2,2746,1411.25,513.29,35.02,52.95,0
2,2747,1023.22,120.32,34.05,24.14,3
2,2748,805.25,183.48,43.39,31.98,3
2,2749,540.83,758.30,72.00,93.79,0
2,2750,933.88,110.76,35.50,24.38,3
2,2751,475.90,635.01,74.24,139.40,0
2,2752,124.41,596.07,75.11,122.67,0
2,2753,1215.44,576.72,31.42,41.79,0
3,2704,415.68,480.38,117.14,92.46,3
3,2705,377.63,413.20,101.79,87.48,3
3,2706,765.75,413.80,79.66,66.32,3
3,2707,533.20,469.37,116.56,97.94,3
3,2708,394.07,329.32,98.47,69.09,3
3,2709,137.30,499.56,126.57,66.06,3
3,2710,481.62,339.84,85.83,63.31,3
3,2711,294.32,404.87,110.10,85.61,3
3,2712,555.65,262.07,82.76,71.48,4
3,2713,1131.78,476.23,79.05,75.52,3
3,2714,1005.59,404.99,68.21,67.40,3
3,2715,871.16,430.57,76.05,69.68,3
3,2716,1114.97,358.31,73.11,58.92,3
3,2717,647.54,278.47,65.60,52.49,3
3,2718,680.24,326.81,74.11,70.96,4
3,2719,469.40,282.66,75.39,52.41,3
3,2720,1070.08,221.90,56.24,43.85,3
3,2721,1585.62,697.97,74.43,139.20,0
3,2722,694.29,232.97,60.48,46.02,4
3,2723,626.90,233.58,61.91,45.38,4
3,2724,920.15,244.53,51.96,46.47,3
3,2725,885.36,197.18,45.59,35.50,3
3,2726,539.09,237.77,59.86,48.56,3
3,2727,252.67,527.39,120.91,38.80,3
3,2728,833.11,288.73,62.28,50.62,3
3,2729,585.47,217.04,53.87,38.33,3
3,2730,582.31,324.75,80.28,73.63,4
3,2731,1053.40,198.98,49.13,35.61,3
3,2732,653.20,153.71,91.32,83.56,8
3,2733,759.89,234.33,57.11,45.03,4
3,2734,38.32,567.77,80.72,126.55,0
3,2735,923.96,148.01,39.22,28.88,3
3,2736,787.60,209.52,49.00,35.40,3
3,2737,1402.65,310.90,86.94,63.86,4
3,2738,965.47,275.01,57.05,48.28,3
3,2739,1519.73,629.68,81.92,114.34,0
3,2740,1354.03,662.36,71.54,123.62,0
3,2741,721.96,202.47,49.23,38.59,3
3,2742,678.82,289.80,72.69,56.29,3
3,2743,1312.50,576.34,33.99,41.79,0
3,2744,1130.06,416.52,75.04,64.99,4
3,2745,1016.55,94.01,27.30,21.71,4
3,2746,1408.81,514.82,38.05,52.17,0
3,2747,1022.90,119.04,34.03,24.19,3
3,2748,805.07,183.32,43.07,32.24,3
3,2749,533.15,759.92,70.22,85.60,0
3,2750,935.94,109.37,34.46,24.66,3
3,2751,487.07,636.50,59.32,132.37,0
3,2752,133.44,593.03,55.10,67.66,0
3,2753,1216.25,576.62,31.49,38.73,0
4,2704,410.01,486.19,118.36,87.16,3
4,2705,373.45,416.95,103.02,86.75,3
4,2706,772.37,403.58,77.44,64.48,3
4,2707,530.01,474.52,116.33,97.81,3
4,2708,392.02,329.80,99.30,70.10,3
4,2709,133.10,502.22,126.08,62.29,3
4,2710,480.57,341.06,84.41,63.87,3
4,2711,291.13,406.57,110.28,86.35,3
4,2712,556.28,259.82,80.43,75.25,4
4,2713,1131.87,475.64,79.23,75.08,3
4,2714,1005.74,400.45,69.43,67.61,3
4,2715,873.38,420.75,74.97,68.35,3
4,2716,1115.69,357.97,72.71,59.01,3
4,2717,646.10,278.82,65.34,52.82,3
4,2718,679.23,327.28,75.11,71.82,4
4,2719,468.61,283.08,75.24,52.50,3
4,2720,1070.24,221.41,56.03,43.60,3
4,2721,1597.62,692.27,71.91,141.94,0
4,2722,694.33,233.34,60.11,46.08,4
4,2723,626.43,234.24,60.77,45.04,4
4,2724,921.60,242.80,52.50,44.53,3
4,2725,886.71,193.66,45.84,35.55,3
4,2726,538.87,237.73,59.36,48.07,3
4,2727,253.16,532.05,118.93,33.39,3
4,2728,835.69,283.48,61.24,48.73,3
4,2729,585.76,216.91,53.86,38.78,3
4,2730,580.12,326.34,80.89,74.30,4
4,2731,1055.56,198.18,47.70,35.18,3
4,2732,653.98,152.64,90.99,84.37,8
4,2733,759.82,234.69,56.62,44.76,4
4,2734,27.52,568.63,91.09,136.00,0
4,2735,924.98,146.27,38.16,28.01,3
4,2736,787.89,209.04,48.51,35.39,3
4,2737,1402.93,310.77,86.99,63.94,4
4,2738,968.21,270.32,56.00,46.71,3
4,2739,1537.74,628.39,74.70,113.86,0
4,2740,1341.38,659.29,79.09,126.74,0
4,2741,722.08,203.21,48.52,38.00,3
4,2742,676.78,289.87,72.53,57.02,3
4,2743,1313.76,577.98,33.54,40.07,0
4,2744,1130.55,416.00,74.26,64.47,4
4,2745,1017.23,92.25,26.77,21.69,4
4,2746,1408.69,516.30,38.43,50.93,0
4,2747,1022.81,118.13,33.37,23.59,3
4,2748,805.47,183.28,42.69,32.26,3
4,2749,520.25,758.73,73.28,82.68,0
4,2750,937.76,107.77,32.82,23.74,3
4,2751,461.39,662.20,75.89,143.37,0
4,2752,142.88,595.61,57.56,86.96,0
4,2753,1216.09,576.82,32.74,39.95,0
4,2756,1522.90,536.48,41.61,55.61,0
4,2757,1675.32,529.60,56.18,69.87,0
5,2705,368.10,420.31,105.00,87.82,3
5,2706,777.40,393.67,76.14,62.84,3
5,2707,526.88,480.06,115.40,94.62,3
5,2708,389.90,330.81,99.12,70.28,3
5,2709,128.68,504.38,126.74,63.34,3
5,2710,478.86,342.81,84.86,64.19,3
5,2711,287.84,408.01,110.76,87.29,3
5,2712,555.97,260.23,79.63,75.71,4
5,2713,1131.99,475.13,79.10,75.34,3
5,2714,1005.86,396.93,69.13,66.14,3
5,2715,875.11,412.20,75.71,65.86,3
5,2716,1115.74,357.86,73.96,59.00,3
5,2717,644.66,279.32,65.95,52.59,3
5,2718,678.01,329.43,75.44,71.61,4
5,2719,467.89,283.69,74.22,52.51,3
5,2720,1070.00,220.79,56.72,43.43,3
5,2721,1604.57,691.73,75.95,145.25,0
5,2722,693.03,233.71,60.96,46.22,4
5,2723,625.25,235.08,59.80,44.90,4
5,2724,922.58,239.83,51.32,44.40,3
5,2725,889.22,190.38,45.66,35.08,3
5,2726,538.75,237.79,57.98,47.64,3
5,2727,251.65,535.64,117.60,29.38,3
5,2728,837.90,277.61,60.73,47.85,3
5,2729,585.80,216.66,53.60,39.65,3
5,2730,578.31,328.49,80.05,73.55,4
5,2731,1057.18,197.36,46.67,34.28,3
5,2732,654.14,153.00,91.24,83.24,8
5,2733,759.36,234.91,56.92,45.09,4
5,2734,21.26,568.59,91.55,139.96,0
5,2735,926.63,143.89,37.97,27.91,3
5,2736,787.60,208.93,48.28,35.47,3
5,2737,1403.46,310.35,87.25,64.04,4
5,2738,970.71,266.33,54.77,46.63,3
5,2739,1548.58,629.63,68.59,114.79,0
5,2740,1339.37,659.32,75.06,123.05,0
5,2741,721.41,202.70,49.05,39.16,3
5,2742,674.56,290.08,71.81,57.87,3
5,2743,1314.84,578.15,32.58,39.33,0
5,2744,1130.76,415.50,74.28,64.48,4
5,2745,1017.53,91.66,26.54,21.13,4
5,2746,1410.39,515.49,37.24,52.24,0
5,2747,1022.99,117.48,32.81,23.07,3
5,2748,805.59,183.29,42.43,31.69,3
5,2749,514.00,757.87,70.82,79.73,0
5,2750,938.31,106.45,32.31,23.32,3
5,2751,459.89,672.95,78.60,141.83,0
5,2752,148.33,594.93,59.20,90.08,0
5,2753,1216.09,575.18,33.26,38.80,0
5,2756,1520.06,533.89,42.63,56.77,0
5,2757,1679.26,529.44,55.13,70.39,0
6,2706,775.26,384.52,75.16,61.11,3
6,2707,510.52,485.25,120.79,90.03,3
6,2709,114.11,508.15,129.94,66.84,3
6,2710,468.73,344.80,86.23,64.35,3
6,2711,274.34,410.09,114.12,87.16,3
6,2712,547.06,261.03,81.12,75.19,4
6,2713,1124.52,473.66,78.34,75.91,3
6,2714,998.77,392.84,68.07,65.50,3
6,2715,871.75,402.64,73.31,65.34,3
6,2716,1109.26,357.14,72.64,58.62,3
6,2717,637.27,279.41,66.68,53.32,3
6,2718,669.45,332.10,76.26,70.54,4
6,2719,459.01,284.25,75.47,52.52,3
6,2720,1061.76,220.73,57.06,41.93,3
6,2721,1595.07,690.79,86.09,140.60,0
6,2722,685.25,233.70,61.36,46.69,4
6,2723,615.58,234.97,62.66,46.41,4
6,2724,917.07,235.93,51.00,44.39,3
6,2725,884.23,186.67,46.26,34.84,3
6,2726,531.51,237.97,60.25,47.38,3
6,2727,243.35,538.60,116.07,25.26,3
6,2728,832.02,271.55,62.04,48.70,3
6,2729,580.27,216.25,53.15,40.27,3
6,2730,567.13,330.80,82.04,74.67,4
6,2731,1052.16,195.58,46.73,33.70,3
