1,3903,147.71,690.49,285.22,116.34,6
1,3904,430.00,575.88,68.34,27.17,3
1,3905,-0.95,453.91,76.50,68.84,5
2,3903,183.04,681.26,287.08,117.01,6
2,3904,429.98,576.25,68.93,27.42,3
2,3905,-1.60,453.05,78.61,70.78,5
3,3903,219.98,676.01,278.12,113.41,6
3,3904,429.60,575.50,70.46,28.03,3
3,3905,-0.88,453.98,76.98,69.32,5
4,3903,269.11,668.77,278.17,114.10,6
4,3904,428.35,575.63,69.37,27.58,3
4,3905,-1.58,453.72,76.93,69.35,5
5,3903,304.34,662.84,273.71,112.64,6
5,3904,426.80,575.20,71.70,28.58,3
5,3905,-2.48,454.84,75.52,68.21,5
6,3903,336.42,658.26,267.43,110.47,6
6,3904,428.03,575.27,68.99,27.51,3
6,3905,-2.49,455.28,74.64,67.53,5
6,3906,2395.16,504.93,81.23,28.15,3
7,3903,372.17,653.16,261.01,108.27,6
7,3904,427.47,574.52,70.46,28.17,3
7,3905,-3.09,454.85,74.97,68.09,5
7,3906,2404.37,505.20,83.04,28.75,3
8,3903,409.98,648.82,250.58,104.29,6
8,3904,425.98,574.13,70.95,28.39,3
8,3905,-2.96,454.36,75.57,68.93,5
8,3906,2414.67,504.05,80.21,27.76,3
9,3903,442.88,644.29,246.73,103.14,6
9,3904,424.58,574.45,72.63,29.21,3
9,3905,-2.75,454.51,74.89,68.55,5
9,3906,2427.41,505.45,79.53,27.45,3
10,3903,472.55,638.55,246.07,103.50,6
10,3904,424.94,574.49,72.19,29.14,3
10,3905,-2.57,454.30,74.60,68.54,5
10,3906,2436.24,506.87,79.56,27.32,3
11,3903,508.61,634.14,237.10,100.41,6
11,3904,425.01,574.04,71.48,28.98,3
11,3905,-3.56,454.02,75.11,69.44,5
11,3906,2448.11,507.73,76.55,26.08,3
12,3903,542.80,630.15,229.60,97.55,6
12,3904,424.03,574.01,70.97,28.84,3
12,3905,-3.69,454.03,74.93,69.76,5
12,3906,2458.37,508.63,78.86,26.54,3
13,3903,571.79,623.81,229.23,97.83,6
13,3904,424.30,574.52,69.31,28.23,3
13,3905,-3.54,454.17,74.10,69.55,5
13,3906,2468.01,508.93,79.81,26.61,3
14,3903,599.41,619.59,222.47,95.22,6
14,3904,424.65,574.38,67.07,27.30,3
14,3905,-3.46,454.33,73.06,69.09,5
14,3906,2476.88,507.91,85.07,28.36,3
15,3903,630.50,618.02,211.28,90.44,6
15,3904,424.08,574.18,66.70,27.07,3
15,3905,-3.56,454.36,72.10,68.70,5
15,3906,2490.61,507.69,82.13,27.34,3
15,3907,2466.69,985.55,60.96,76.31,0
16,3903,664.67,618.32,198.20,84.46,6
16,3904,423.91,574.15,67.17,27.24,3
16,3905,-3.01,454.63,71.14,68.29,5
16,3906,2500.16,506.99,83.98,28.07,3
16,3907,2465.87,985.54,61.03,76.36,0
17,3904,423.40,574.14,66.96,27.09,3
17,3905,-2.77,454.53,70.45,68.13,5
17,3906,2510.25,507.12,84.12,28.12,3
17,3907,2465.70,986.17,60.34,75.45,0
18,3904,422.47,573.85,66.86,26.97,3
18,3905,-3.13,454.49,69.95,68.20,5
18,3906,2525.40,507.69,78.09,25.96,3
18,3907,2465.93,985.87,60.52,75.61,0
19,3906,2536.10,507.87,77.47,25.76,3
19,3907,2465.80,985.95,60.37,75.43,0
19,3903,743.41,601.50,198.04,84.61,6
20,3903,779.54,599.71,193.00,82.61,6
20,3904,435.25,573.09,66.35,26.63,3
20,3905,4.47,452.57,71.43,68.00,5
21,3903,816.75,594.87,192.58,82.83,6
21,3904,451.20,572.56,67.31,27.03,3
21,3905,12.53,452.83,73.29,66.50,5
22,3904,471.97,572.30,65.37,26.17,3
22,3905,14.27,452.68,73.04,66.27,5
23,3905,16.01,452.54,72.78,66.03,5
23,3903,911.00,594.34,175.34,74.95,6
24,3903,954.16,589.38,174.68,74.79,6
24,3904,519.70,570.74,63.08,24.92,3
25,3903,996.54,585.40,173.02,74.28,6
25,3908,1643.88,475.22,204.99,78.16,5
25,3904,543.85,569.86,63.18,24.89,3
26,3903,1040.39,583.57,168.63,72.49,6
26,3908,1666.72,473.70,211.67,80.78,5
26,3904,567.27,569.38,64.06,25.28,3
26,3909,1327.76,900.86,155.25,72.65,3
27,3903,1081.28,578.10,171.65,74.25,6
27,3908,1701.55,474.79,209.28,79.81,5
27,3904,588.54,567.99,66.96,26.43,3
27,3909,1365.64,906.67,158.61,74.29,3
28,3903,1122.10,574.13,170.79,74.18,6
28,3908,1736.29,474.77,206.20,78.64,5
28,3904,611.13,566.43,67.01,26.53,3
28,3909,1417.71,914.54,158.59,74.31,3
29,3903,1161.40,569.13,172.23,75.35,6
29,3908,1770.24,476.24,203.85,77.56,5
29,3904,634.10,566.17,65.55,25.95,3
29,3909,1465.88,922.66,160.39,75.19,3
30,3903,1202.45,567.38,169.00,74.40,6
30,3908,1798.66,477.74,200.74,76.37,5
30,3904,657.12,566.47,64.65,25.74,3
30,3909,1510.17,929.80,167.04,78.43,3
31,3903,1246.32,569.35,157.49,69.21,6
31,3904,678.88,565.38,66.20,26.56,3
31,3909,1556.99,937.25,169.23,79.45,3
32,3903,1283.33,565.53,161.37,71.38,6
32,3904,700.72,564.70,65.98,26.52,3
32,3909,1605.19,946.23,170.98,80.31,3
32,3915,15.75,497.33,43.47,25.44,3
32,3919,25.98,415.60,89.42,43.67,5
33,3903,1324.15,563.71,159.88,71.21,6
33,3909,1656.67,956.18,168.74,79.11,3
33,3915,35.78,495.30,42.14,24.55,3
33,3919,25.98,415.60,89.42,43.67,5
34,3903,1362.01,562.90,154.59,69.08,6
34,3915,58.03,494.12,40.67,23.53,3
34,3919,25.98,415.60,89.42,43.67,5
34,3904,744.69,564.10,64.05,26.01,3
35,3903,1393.07,565.38,142.35,62.71,6
35,3919,25.98,415.60,89.42,43.67,5
35,3925,226.45,435.78,33.39,14.96,3
35,3926,106.07,534.93,59.56,33.93,3
35,3904,755.61,563.51,64.89,26.43,3
35,3909,1742.58,972.99,174.19,81.87,3
36,3903,1407.93,557.39,152.09,67.54,6
36,3925,227.74,435.71,33.06,14.80,3
36,3926,113.82,537.14,61.26,34.88,3
36,3904,760.05,563.81,64.04,26.09,3
36,3927,1370.64,808.58,122.56,54.91,3
36,3909,1775.21,979.33,179.49,84.71,3
36,3915,62.90,491.77,41.53,23.61,3
37,3903,1426.23,553.43,153.20,68.36,6
37,3926,123.24,538.97,61.51,35.03,3
37,3904,776.16,563.40,63.83,26.00,3
37,3927,1390.77,813.02,124.53,55.76,3
37,3909,1806.75,987.96,180.23,85.44,3
37,3928,209.91,542.81,59.35,30.54,3
37,3915,56.97,490.45,42.14,23.79,3
38,3903,1442.76,551.99,150.28,67.41,6
38,3904,792.27,562.99,63.62,25.92,3
38,3927,1417.24,819.03,129.08,57.73,3
38,3909,1834.52,994.17,187.45,89.37,3
38,3928,216.25,545.93,57.57,29.61,3
38,3915,49.49,489.23,42.31,23.64,3
39,3904,808.38,562.58,63.40,25.83,3
39,3927,1441.61,824.77,131.26,58.64,3
39,3909,1867.87,1003.75,185.34,88.50,3
39,3928,226.08,548.13,56.88,29.30,3
39,3915,42.50,488.02,41.65,22.98,3
39,3925,226.70,435.86,33.29,14.91,3
39,3926,138.23,543.54,60.47,34.43,3
40,3927,1468.18,831.27,133.57,59.59,3
40,3909,1899.81,1011.98,188.43,90.17,3
40,3928,233.94,551.08,56.28,28.98,3
40,3915,36.40,486.88,41.69,22.76,3
40,3925,226.11,435.76,33.25,14.89,3
40,3926,145.73,545.30,61.56,35.06,3
41,3927,1492.72,836.64,139.03,62.02,3
41,3909,1931.48,1020.03,191.86,92.21,3
41,3928,243.13,553.37,56.79,29.29,3
41,3915,28.77,485.65,42.40,22.88,3
41,3925,225.77,436.06,33.37,14.94,3
41,3926,153.56,547.66,62.34,35.38,3
41,3929,2.16,497.66,27.85,41.16,3
42,3927,1519.57,843.16,139.88,62.26,3
42,3909,1962.89,1027.33,197.33,95.40,3
42,3928,250.02,554.89,58.32,30.13,3
42,3915,22.82,484.71,43.30,23.12,3
42,3925,225.20,436.06,33.12,14.84,3
42,3926,160.88,549.70,61.92,35.13,3
42,3929,4.60,499.08,28.03,41.11,3
43,3927,1547.55,849.64,142.15,63.07,3
43,3909,1999.62,1037.93,195.89,94.69,3
43,3928,258.69,556.56,58.48,30.23,3
43,3915,15.92,483.17,45.09,23.92,3
43,3925,223.35,436.28,33.39,15.01,3
43,3926,168.30,551.72,61.88,35.08,3
43,3929,8.41,500.73,29.24,42.09,3
43,3919,87.43,415.27,89.31,43.56,5
44,3927,1574.91,855.55,144.73,64.14,3
44,3909,2034.85,1046.86,197.82,95.75,3
44,3928,265.86,558.45,61.13,31.63,3
44,3915,8.32,481.72,47.88,25.41,3
44,3925,222.80,436.63,33.51,15.08,3
44,3926,175.61,553.53,63.38,36.02,3
44,3929,11.12,502.64,30.60,42.81,3
44,3930,750.16,564.37,60.98,24.39,3
44,3919,105.74,418.77,81.25,41.26,5
45,3927,1601.07,862.05,148.93,66.02,3
45,3909,2070.41,1056.61,201.31,97.48,3
45,3928,272.05,560.76,63.36,32.85,3
45,3915,2.29,480.95,47.83,25.51,3
45,3925,222.00,437.01,33.99,15.35,3
45,3926,183.15,556.50,64.00,36.36,3
45,3929,14.46,504.73,31.93,42.71,3
45,3930,748.66,565.09,63.56,25.46,3
45,3919,105.95,419.55,81.13,42.13,5
46,3927,1629.29,869.05,151.65,67.11,3
46,3909,2105.03,1065.03,210.02,101.91,3
46,3928,280.66,565.21,60.29,31.11,3
46,3915,-1.29,480.21,46.44,25.08,3
46,3925,221.95,437.27,33.84,15.30,3
46,3926,189.98,558.81,65.15,37.05,3
46,3929,17.87,507.12,34.24,43.50,3
46,3930,748.21,565.16,63.31,25.40,3
46,3919,108.04,419.66,79.80,42.43,5
47,3927,1656.03,875.08,158.10,70.08,3
47,3909,2146.75,1075.60,206.62,100.07,3
47,3928,290.36,566.35,60.41,31.28,3
47,3915,-3.72,479.61,44.85,24.78,3
47,3925,221.36,437.59,34.09,15.39,3
47,3926,197.02,560.93,65.48,37.28,3
47,3929,21.78,509.29,36.21,43.74,3
47,3930,749.31,565.46,60.84,24.40,3
47,3919,98.12,417.95,81.55,43.05,5
48,3927,1685.22,882.71,158.96,70.39,3
48,3909,2185.56,1086.67,209.56,101.39,3
48,3928,298.21,568.83,60.46,31.31,3
48,3915,-7.96,478.78,43.77,25.14,3
48,3925,220.52,438.05,33.82,15.29,3
48,3926,203.68,562.78,66.46,37.97,3
48,3929,27.29,512.10,37.91,43.53,3
48,3930,747.32,565.44,62.97,25.30,3
48,3919,93.42,417.03,82.99,43.71,5
49,3927,1715.55,890.04,160.95,71.21,3
49,3909,2223.82,1096.46,215.80,104.31,3
49,3928,305.86,570.62,61.80,32.01,3
49,3915,-10.39,477.54,42.67,25.70,3
49,3925,219.48,438.27,34.18,15.54,3
49,3926,211.71,565.33,66.19,37.82,3
49,3929,32.81,514.58,39.57,43.49,3
49,3930,745.29,565.20,64.21,25.85,3
49,3919,91.86,417.41,82.12,43.10,5
50,3909,2265.94,1107.37,216.84,104.86,3
50,3928,314.93,574.06,61.08,31.67,3
50,3915,-13.87,476.44,43.00,25.90,3
50,3925,218.97,438.23,34.89,15.99,3
